"","pwsid","population_served_count_echo","service_connections_count_echo","pws_type_code_echo","gw_sw_code_echo","primary_source_code_echo","carceral_sys","count_of_viols_over5yrs_health","count_of_viols_over5yrs_mon","binary_viol_over5yrs_health","binary_viol_over5yrs_mon"
"342","CA1000473",150,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"343","CA1000476",750,12,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"344","CA1000480",470,5,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"345","CA1000484",1117,403,"CWS","SW","SW","other_water_systems",3,2,1,1
"346","CA1000485",70,8,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"347","CA1000486",80,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"348","CA1000490",219,1,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"349","CA1000495",70,3,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"350","CA1000514",500,2,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"351","CA1000517",318,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"352","CA1000526",950,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"353","CA1000533",25,24,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"354","CA1000534",30,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"355","CA1000541",250,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"356","CA1000546",440,46,"CWS","SW","SW","other_water_systems",3,0,1,0
"357","CA1000548",25,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"358","CA1000550",344,125,"CWS","GW","GW","other_water_systems",0,0,0,0
"359","CA1000551",182,68,"CWS","GW","GW","other_water_systems",0,0,0,0
"360","CA1000554",81,29,"CWS","GW","GW","other_water_systems",2,0,1,0
"361","CA1000555",34,12,"CWS","GW","GW","other_water_systems",0,0,0,0
"362","CA1000562",25,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"363","CA1000565",130,27,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"364","CA1000566",47,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"365","CA1000570",565,15,"CWS","GW","GW","carceral_water_system",0,1,0,1
"366","CA1000574",65,15,"CWS","GW","GW","other_water_systems",0,0,0,0
"367","CA1000575",50,6,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"368","CA1000576",175,2,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"369","CA1000578",42,16,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"370","CA1000580",520,10,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"371","CA1000583",39,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"372","CA1000584",90,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"373","CA1000585",25,10,"CWS","GW","GW","other_water_systems",0,3,0,1
"374","CA1000593",60,2,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"375","CA1000602",60,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"376","CA1000607",64,13,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"377","CA1000627",62,14,"CWS","GW","GW","other_water_systems",0,0,0,0
"378","CA1000639",90,3,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"379","CA1000641",95,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"380","CA1000643",40,8,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"381","CA1000645",27,8,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"382","CA1000663",60,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"383","CA1000673",115,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"384","CA1009020",98,8,"CWS","GW","GW","other_water_systems",0,0,0,0
"385","CA1009023",85,15,"CWS","SW","SW","other_water_systems",0,0,0,0
"386","CA1009027",140,50,"CWS","SW","SW","other_water_systems",0,0,0,0
"387","CA1009028",182,29,"CWS","SW","SW","other_water_systems",0,0,0,0
"388","CA1009039",27,13,"CWS","SW","SW","other_water_systems",4,0,1,0
"389","CA1009051",52,16,"CWS","GW","GW","other_water_systems",3,0,1,0
"390","CA1009078",222,20,"CWS","SW","SW","other_water_systems",0,0,0,0
"391","CA1009091",325,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"392","CA1009111",126,105,"CWS","SW","SW","other_water_systems",0,0,0,0
"393","CA1009120",105,43,"CWS","GW","GW","other_water_systems",0,0,0,0
"394","CA1009179",76,23,"CWS","SW","SW","other_water_systems",0,0,0,0
"395","CA1009214",72,24,"CWS","SW","SW","other_water_systems",0,0,0,0
"396","CA1009222",80,12,"CWS","SW","SW","other_water_systems",0,0,0,0
"397","CA1009232",82,19,"CWS","SW","SW","other_water_systems",0,0,0,0
"398","CA1010001",17393,2679,"CWS","GW","GW","other_water_systems",0,0,0,0
"399","CA1010003",128411,39512,"CWS","SW","SW","other_water_systems",0,0,0,0
"400","CA1010004",17277,4026,"CWS","SW","SW","carceral_serving_water_system",0,0,0,0
"401","CA1010005",8096,1642,"CWS","GW","GW","other_water_systems",0,0,0,0
"402","CA1010006",7100,2160,"CWS","GW","GW","other_water_systems",0,2,0,1
"403","CA1010007",545466,140150,"CWS","SW","SW","carceral_serving_water_system",0,0,0,0
"404","CA1010013",2427,388,"CWS","SW","SW","other_water_systems",0,0,0,0
"405","CA1010017",2722,972,"CWS","GW","GW","other_water_systems",0,0,0,0
"406","CA1010018",16995,3992,"CWS","GW","GW","other_water_systems",0,0,0,0
"407","CA1010019",12380,4121,"CWS","GW","GW","other_water_systems",0,1,0,1
"408","CA1010020",1551,473,"CWS","GW","GW","other_water_systems",0,0,0,0
"409","CA1010021",11404,2315,"CWS","GW","GW","other_water_systems",0,0,0,0
"410","CA1010023",9525,1714,"CWS","SW","SW","other_water_systems",0,0,0,0
"411","CA1010024",26456,6470,"CWS","GW","GW","other_water_systems",0,0,0,0
"412","CA1010025",14576,2688,"CWS","GW","GW","other_water_systems",0,0,0,0
"413","CA1010026",16736,2120,"CWS","GW","GW","other_water_systems",0,1,0,1
"414","CA1010027",25227,6275,"CWS","GW","GW","other_water_systems",0,0,0,0
"415","CA1010028",2756,928,"CWS","GW","GW","other_water_systems",0,0,0,0
"416","CA1010029",26241,7033,"CWS","GW","GW","other_water_systems",0,0,0,0
"417","CA1010030",807,340,"CWS","GW","GW","other_water_systems",0,0,0,0
"418","CA1010034",4060,749,"CWS","GW","GW","other_water_systems",0,0,0,0
"419","CA1010035",1413,312,"CWS","GW","GW","other_water_systems",0,0,0,0
"420","CA1010039",2613,752,"CWS","GW","GW","other_water_systems",3,0,1,0
"421","CA1010042",5979,468,"CWS","GW","GW","other_water_systems",0,0,0,0
"422","CA1010044",9306,945,"CWS","SW","SW","other_water_systems",2,0,1,0
"423","CA1010049",1623,300,"CWS","GW","GW","other_water_systems",0,1,0,1
"424","CA1010051",772,251,"CWS","SW","SW","other_water_systems",0,2,0,1
"425","CA1010052",850,233,"CWS","GW","GW","other_water_systems",0,0,0,0
"426","CA1010053",1230,220,"CWS","GW","GW","other_water_systems",0,0,0,0
"427","CA1010055",1988,711,"CWS","GW","GW","other_water_systems",0,0,0,0
"428","CA1010057",190,13,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"429","CA1010062",274,51,"CWS","GW","GW","other_water_systems",0,3,0,1
"430","CA1010339",41000,160,"CWS","GW","GW","other_water_systems",0,0,0,0
"431","CA1010501",2950,100,"CWS","GW","GW","other_water_systems",0,0,0,0
"432","CA1010800",52,9,"CWS","GW","GW","carceral_water_system",0,1,0,1
"433","CA1100101",37,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"434","CA1100102",68,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"435","CA1100104",49,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"436","CA1100203",201,62,"CWS","GW","GW","other_water_systems",0,0,0,0
"437","CA1100232",340,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"438","CA1100237",261,87,"CWS","GW","GW","other_water_systems",0,0,0,0
"439","CA1100254",27,15,"CWS","GW","GW","other_water_systems",0,0,0,0
"440","CA1100404",277,84,"CWS","GW","GW","other_water_systems",0,0,0,0
"441","CA1100413",40,33,"CWS","GW","GW","other_water_systems",0,0,0,0
"442","CA1100436",186,83,"CWS","GW","GW","other_water_systems",0,0,0,0
"443","CA1100440",205,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"444","CA1100444",244,74,"CWS","GW","GW","other_water_systems",0,0,0,0
"445","CA1100445",178,54,"CWS","GW","GW","other_water_systems",0,1,0,1
"446","CA1100448",250,4,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"447","CA1100452",62,43,"CWS","GW","GW","other_water_systems",0,0,0,0
"448","CA1100527",230,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"449","CA1100616",212,92,"CWS","SW","SW","other_water_systems",0,0,0,0
"450","CA1100711",75,48,"CWS","GW","GW","other_water_systems",1,1,1,1
"451","CA1100749",80,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"452","CA1105003",30,2,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"453","CA1105005",131,7,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"454","CA1105006",50,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"455","CA1110001",8217,2712,"CWS","GW","GW","other_water_systems",0,0,0,0
"456","CA1110002",1779,650,"CWS","GW","GW","other_water_systems",0,0,0,0
"457","CA1110003",7216,2378,"CWS","GW","GW","carceral_serving_water_system",0,0,0,0
"458","CA1110800",140,1,"NTNCWS","GW","GW","carceral_serving_water_system",0,1,0,1
"459","CA1200501",219,88,"CWS","SW","SW","other_water_systems",0,1,0,1
"460","CA1200518",333,101,"CWS","GW","GW","other_water_systems",0,0,0,0
"461","CA1200522",42,1,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"462","CA1200538",330,93,"CWS","GW","GW","other_water_systems",0,1,0,1
"463","CA1200541",300,80,"CWS","GW","GW","other_water_systems",0,1,0,1
"464","CA1200544",116,31,"CWS","SW","SW","other_water_systems",0,1,0,1
"465","CA1200546",50,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"466","CA1200547",85,36,"CWS","GW","GW","other_water_systems",0,1,0,1
"467","CA1200553",456,135,"CWS","SW","SW","other_water_systems",0,0,0,0
"468","CA1200566",85,38,"CWS","SW","SW","other_water_systems",0,4,0,1
"469","CA1200579",25,17,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"470","CA1200587",75,26,"CWS","SW","SW","other_water_systems",0,1,0,1
"471","CA1200588",63,25,"CWS","SW","SW","other_water_systems",0,0,0,0
"472","CA1200590",33,16,"CWS","GW","GW","other_water_systems",0,0,0,0
"473","CA1200591",70,76,"CWS","GW","GW","other_water_systems",0,0,0,0
"474","CA1200592",112,43,"CWS","GW","GW","other_water_systems",0,0,0,0
"475","CA1200643",67,24,"CWS","SW","SW","other_water_systems",0,0,0,0
"476","CA1200671",353,107,"CWS","SW","SW","other_water_systems",0,0,0,0
"477","CA1200681",165,1,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"478","CA1200684",50,1,"NTNCWS","GW","GW","other_water_systems",0,2,0,1
"479","CA1200687",60,31,"CWS","GW","GW","other_water_systems",0,1,0,1
"480","CA1200701",396,143,"CWS","GW","GW","other_water_systems",0,0,0,0
"481","CA1200706",130,72,"CWS","SW","SW","other_water_systems",0,0,0,0
"482","CA1200707",492,149,"CWS","GW","GW","other_water_systems",0,0,0,0
"483","CA1200715",250,18,"CWS","GW","GW","other_water_systems",0,0,0,0
"484","CA1200718",75,25,"CWS","GW","GW","other_water_systems",0,2,0,1
"485","CA1200729",636,167,"CWS","SW","SW","other_water_systems",1,0,1,0
"486","CA1200778",50,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"487","CA1200817",40,1,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"488","CA1206002",64,19,"CWS","SW","SW","other_water_systems",0,1,0,1
"489","CA1206004",320,132,"CWS","GW","GW","other_water_systems",0,1,0,1
"490","CA1206012",45,22,"NTNCWS","SW","SW","other_water_systems",0,4,0,1
"491","CA1206016",100,1,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"492","CA1210001",21193,6148,"CWS","GW","GWP","other_water_systems",0,0,0,0
"493","CA1210002",1245,731,"CWS","GW","GWP","other_water_systems",0,1,0,1
"494","CA1210004",27078,10412,"CWS","GW","GWP","other_water_systems",0,0,0,0
"495","CA1210006",12133,4641,"CWS","GW","GW","other_water_systems",0,0,0,0
"496","CA1210007",1662,775,"CWS","GW","GW","other_water_systems",0,0,0,0
"497","CA1210008",1815,465,"CWS","SW","SW","other_water_systems",0,0,0,0
"498","CA1210009",19778,7974,"CWS","GW","GW","other_water_systems",0,0,0,0
"499","CA1210010",906,304,"CWS","SW","SW","other_water_systems",0,0,0,0
"500","CA1210011",1207,533,"CWS","SW","SW","other_water_systems",0,0,0,0
"501","CA1210012",3300,1273,"CWS","SW","SW","other_water_systems",0,0,0,0
"502","CA1210013",680,217,"CWS","GW","GW","other_water_systems",0,0,0,0
"503","CA1210015",1298,932,"CWS","SW","GU","other_water_systems",0,1,0,1
"504","CA1210016",16900,5999,"CWS","GW","GWP","other_water_systems",0,1,0,1
"505","CA1210017",750,362,"CWS","GW","GWP","other_water_systems",0,0,0,0
"506","CA1210018",1072,324,"CWS","SW","SW","other_water_systems",0,2,0,1
"507","CA1210019",1412,437,"CWS","GW","GW","other_water_systems",0,1,0,1
"508","CA1210020",1845,560,"CWS","GW","GWP","other_water_systems",0,0,0,0
"509","CA1210021",927,335,"CWS","GW","GWP","other_water_systems",0,0,0,0
"510","CA1210022",803,631,"CWS","SW","SW","other_water_systems",0,0,0,0
"511","CA1210023",937,284,"CWS","GW","GW","other_water_systems",0,0,0,0
"512","CA1210024",490,228,"CWS","SW","SW","other_water_systems",0,2,0,1
"513","CA1210800",100,1,"NTNCWS","SW","SW","carceral_water_system",0,2,0,1
"514","CA1210801",80,1,"NTNCWS","SW","SW","other_water_systems",0,1,0,1
"515","CA1300009",92,122,"CWS","GW","GW","other_water_systems",0,3,0,1
"516","CA1300018",1800,55,"CWS","SW","SW","carceral_serving_water_system",2,1,1,1
"517","CA1300513",150,113,"CWS","GW","GW","other_water_systems",0,0,0,0
"518","CA1300514",125,124,"CWS","GW","GW","other_water_systems",0,0,0,0
"519","CA1300517",210,1,"NTNCWS","GW","GW","other_water_systems",0,3,0,1
"520","CA1300546",40,21,"CWS","GW","GW","other_water_systems",1,5,1,1
"521","CA1300549",9301,1,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"522","CA1300550",600,160,"CWS","SW","SW","other_water_systems",0,1,0,1
"523","CA1300553",142,1,"NTNCWS","SW","SW","other_water_systems",0,3,0,1
"524","CA1300554",550,1,"NTNCWS","SW","SW","other_water_systems",2,2,1,1
"525","CA1300555",175,70,"CWS","GW","GW","other_water_systems",1,1,1,1
"526","CA1300556",85,2,"NTNCWS","SW","SW","other_water_systems",0,2,0,1
"527","CA1300560",217,1,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"528","CA1300571",27,17,"NTNCWS","SW","SWP","other_water_systems",0,0,0,0
"529","CA1300572",70,22,"CWS","SW","SW","other_water_systems",0,3,0,1
"530","CA1300575",72,72,"CWS","SW","SW","other_water_systems",0,1,0,1
"531","CA1300579",1369,1,"NTNCWS","SW","SW","other_water_systems",0,3,0,1
"532","CA1300588",37,18,"CWS","GW","GW","other_water_systems",1,0,1,0
"533","CA1300616",410,134,"CWS","GW","GW","other_water_systems",1,0,1,0
"534","CA1300620",130,69,"CWS","SW","SW","other_water_systems",0,1,0,1
"535","CA1300622",138,49,"CWS","GW","GW","other_water_systems",0,1,0,1
"536","CA1300626",650,1,"CWS","SW","SWP","other_water_systems",1,0,1,0
"537","CA1300628",40,15,"CWS","SW","SW","other_water_systems",0,4,0,1
"538","CA1300629",29,26,"CWS","GW","GW","other_water_systems",0,2,0,1
"539","CA1300635",39,4,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"540","CA1300637",31,3,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"541","CA1300638",99,3,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"542","CA1300642",28,3,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"543","CA1300643",300,1,"NTNCWS","GW","GW","other_water_systems",0,30,0,1
"544","CA1300644",300,1,"NTNCWS","SW","SW","other_water_systems",0,5,0,1
"545","CA1300652",30,1,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"546","CA1300653",30,5,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"547","CA1300661",40,1,"NTNCWS","SW","SW","other_water_systems",0,0,0,0
"548","CA1300664",25,10,"CWS","GW","GW","other_water_systems",0,1,0,1
"549","CA1300668",45,2,"NTNCWS","SW","SW","other_water_systems",0,3,0,1
"550","CA1300669",60,4,"NTNCWS","SW","SW","other_water_systems",0,2,0,1
"551","CA1300676",78,16,"NTNCWS","SW","SW","other_water_systems",0,3,0,1
"552","CA1300679",39,2,"NTNCWS","SW","SW","other_water_systems",1,1,1,1
"553","CA1300685",50,2,"NTNCWS","SW","SW","other_water_systems",0,2,0,1
"554","CA1300693",32,1,"NTNCWS","SW","SW","other_water_systems",0,2,0,1
"555","CA1310001",26928,6051,"CWS","SW","SWP","other_water_systems",0,1,0,1
"556","CA1310002",40357,8616,"CWS","SW","SWP","other_water_systems",0,0,0,0
"557","CA1310003",7412,1163,"CWS","SW","SWP","other_water_systems",0,0,0,0
"558","CA1310004",44158,10230,"CWS","SW","SWP","carceral_serving_water_system",0,0,0,0
"559","CA1310005",6355,1624,"CWS","SW","SWP","other_water_systems",0,0,0,0
"560","CA1310006",21233,6819,"CWS","SW","SWP","other_water_systems",0,0,0,0
"561","CA1310007",6979,1675,"CWS","SW","SWP","other_water_systems",0,1,0,1
"562","CA1310008",2202,582,"CWS","SW","SWP","other_water_systems",1,1,1,1
"563","CA1310013",1729,405,"CWS","SW","SWP","other_water_systems",0,1,0,1
"564","CA1310016",300,6,"NTNCWS","SW","SWP","other_water_systems",0,0,0,0
"565","CA1310019",330,2,"NTNCWS","SW","SWP","other_water_systems",0,1,0,1
"566","CA1310700",1024,386,"CWS","SW","SWP","other_water_systems",0,1,0,1
"567","CA1310800",4800,1979,"CWS","SW","SWP","carceral_water_system",0,0,0,0
"568","CA1310801",4100,2001,"CWS","SW","SWP","carceral_water_system",0,0,0,0
"569","CA1400002",241,74,"CWS","GW","GW","other_water_systems",0,1,0,1
"570","CA1400004",242,31,"CWS","GW","GW","other_water_systems",1,3,1,1
"571","CA1400005",311,111,"CWS","GW","GW","other_water_systems",0,0,0,0
"572","CA1400006",240,89,"CWS","GW","GW","other_water_systems",0,0,0,0
"573","CA1400007",600,215,"CWS","GW","GW","other_water_systems",0,0,0,0
"574","CA1400010",1225,285,"CWS","GW","GW","other_water_systems",0,1,0,1
"575","CA1400019",80,2,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"576","CA1400020",38,75,"CWS","GW","GW","other_water_systems",0,0,0,0
"577","CA1400025",70,25,"CWS","GW","GW","other_water_systems",0,0,0,0
"578","CA1400026",90,40,"CWS","GW","GW","other_water_systems",0,0,0,0
"579","CA1400027",132,40,"CWS","GW","GW","other_water_systems",0,2,0,1
"580","CA1400030",468,167,"CWS","GW","GW","other_water_systems",0,0,0,0
"581","CA1400031",65,27,"CWS","GW","GW","other_water_systems",0,0,0,0
"582","CA1400034",175,36,"CWS","GW","GW","other_water_systems",0,1,0,1
"583","CA1400036",66,84,"CWS","GW","GW","other_water_systems",1,2,1,1
"584","CA1400037",54,48,"CWS","GW","GW","other_water_systems",2,0,1,0
"585","CA1400045",73,26,"CWS","GW","GW","other_water_systems",0,0,0,0
"586","CA1400055",80,6,"NTNCWS","GW","GW","other_water_systems",0,3,0,1
"587","CA1400056",59,21,"CWS","GW","GW","other_water_systems",0,0,0,0
"588","CA1400059",126,45,"CWS","GW","GW","other_water_systems",0,0,0,0
"589","CA1400064",253,15,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"590","CA1400066",60,94,"CWS","GW","GW","other_water_systems",0,0,0,0
"591","CA1400068",40,13,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"592","CA1400070",138,49,"CWS","GW","GW","other_water_systems",0,0,0,0
"593","CA1400072",70,33,"CWS","GW","GW","other_water_systems",0,1,0,1
"594","CA1400078",35,17,"CWS","GW","GW","other_water_systems",0,0,0,0
"595","CA1400098",40,63,"CWS","SW","GU","other_water_systems",0,1,0,1
"596","CA1400099",182,24,"CWS","GW","GW","other_water_systems",0,0,0,0
"597","CA1400102",0,2,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"598","CA1400109",42,16,"CWS","GW","GW","other_water_systems",0,0,0,0
"599","CA1400110",188,67,"CWS","GW","GW","other_water_systems",0,0,0,0
"600","CA1400111",764,284,"CWS","GW","GW","other_water_systems",0,0,0,0
"601","CA1400135",107,48,"CWS","GW","GW","other_water_systems",0,0,0,0
"602","CA1400144",73,26,"CWS","GW","GW","other_water_systems",0,0,0,0
"603","CA1400155",32,12,"CWS","SW","GU","other_water_systems",0,3,0,1
"604","CA1400503",30,6,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"605","CA1400511",22,16,"CWS","GW","GW","other_water_systems",0,1,0,1
"606","CA1400518",25,15,"CWS","GW","GW","other_water_systems",0,0,0,0
"607","CA1400522",35,7,"NTNCWS","GW","GW","other_water_systems",0,0,0,0
"608","CA1400525",65,14,"NTNCWS","GW","GWP","other_water_systems",0,0,0,0
"609","CA1400526",290,1,"NTNCWS","GW","GW","other_water_systems",1,0,1,0
"610","CA1400527",66,3,"NTNCWS","SW","SW","other_water_systems",0,2,0,1
"611","CA1400528",115,3,"NTNCWS","GW","GW","other_water_systems",0,1,0,1
"612","CA1410001",3819,1171,"CWS","GW","GW","other_water_systems",0,0,0,0
"613","CA1410002",0,2,"CWS","GW","GW","other_water_systems",0,0,0,0
"614","CA1410003",0,2,"CWS","GW","GW","other_water_systems",0,0,0,0
"615","CA1410004",0,2,"CWS","GW","GW","other_water_systems",0,0,0,0
"616","CA1410005",1030,297,"CWS","GW","GW","other_water_systems",0,0,0,0
"617","CA1410006",792,323,"CWS","GW","GWP","other_water_systems",0,0,0,0
"618","CA1410007",1400,603,"CWS","GW","GW","other_water_systems",0,0,0,0
