pwsid,pws_name,pws_type_code,gw_sw_code,primary_source_code,population_served_count,service_connections_count,carceral_sys,health_5yr_no2ndary_or_lsl_binary,health_5yr_count_no_2ndary_or_lsl,mon_only_5yr_binary,mon_only_5yr_count,mr_5yr_count,mr_5yr_binary,CASDWIS_County,CASDWIS_SourceType,watersource,purchased,HR_NAME,System_Name,County,Regulating_Agency,Water_Quality_Risk_Level_Display,Accessability_Risk_Level_Display,Affordability_Risk_Level_Display,TMF_Capacity_Risk_Level_Display,POPULATION,SAFER_STATUS,Distinct count of PWSID,Funding Since 2017,SC3i_Count_Distribution,SC5e_Drought_Impact,Distributiondis_any,n_ccr_downloaded,n_ccr_missing,CCR_pulled
CA1910067,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",CWS,SW,SW,3856043,708607,carceral_serving_water_system,0,0,0,0,0,0,LOS ANGELES  ,SW,SW,Not purchased,South Coast,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",LOS ANGELES,DISTRICT 15 - METROPOLITAN,Not Assessed,Not Assessed,Not Assessed,Not Assessed,3875566,Not Assessed,1,"$411,584,493",NA,NA,NA,4,0,Yes
CA1910070,LOS ANGELES CWWD 40 REG 4 & 34 LANCASTER,CWS,SW,SWP,204673,52476,carceral_serving_water_system,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Lahontan,LOS ANGELES CWWD 40 REG 4 & 34 LANCASTER,LOS ANGELES,DISTRICT 16 - CENTRAL,Not Assessed,Not Assessed,Not Assessed,Not Assessed,208129,Not Assessed,1,"$328,726",NA,NA,NA,4,0,Yes
CA1910072,GSWC - WILLOWBROOK,CWS,SW,SWP,10685,1452,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,GSWC - WILLOWBROOK,LOS ANGELES,DISTRICT 15 - METROPOLITAN,Low to no risk,Low to no risk,Medium Risk,Low to no risk,10747,Not At-Risk,1,$0,3,0,1,4,0,Yes
CA1910073,"LOMITA-CITY, WATER DEPT.",CWS,SW,SWP,20256,4452,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,"LOMITA-CITY, WATER DEPT.",LOS ANGELES,DISTRICT 07 - HOLLYWOOD,Low to no risk,Low to no risk,No Risk,Low to no risk,20256,Not At-Risk,1,"$300,000",NA,NA,NA,4,0,Yes
CA1910075,LOS ANGELES CWWD 21-KAGEL CANYON,CWS,SW,SWP,579,263,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,LOS ANGELES CWWD 21-KAGEL CANYON,LOS ANGELES,DISTRICT 16 - CENTRAL,Low to no risk,High to medium risk,Low Risk,Low to no risk,708,At-Risk,1,$0,0,0,0,4,0,Yes
CA1910077,GSWC - FLORENCE/GRAHAM,CWS,SW,SWP,63142,9744,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,GSWC - FLORENCE/GRAHAM,LOS ANGELES,DISTRICT 15 - METROPOLITAN,High to medium risk,Low to no risk,Medium Risk,Low to no risk,63500,At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910079,"LYNWOOD-CITY, WATER DEPT.",CWS,SW,SWP,66967,9322,carceral_serving_water_system,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,"LYNWOOD-CITY, WATER DEPT.",LOS ANGELES,DISTRICT 22 - ANGELES,High to medium risk,Low to no risk,Medium Risk,Low to no risk,66967,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910081,LYNWOOD PARK MUTUAL WATER CO.,CWS,GW,GW,2300,470,other_water_systems,0,0,1,3,3,1,LOS ANGELES  ,GW,GW,Not purchased,South Coast,LYNWOOD PARK MUTUAL WATER CO.,LOS ANGELES,DISTRICT 16 - CENTRAL,High to medium risk,Low to no risk,High Risk,Low to no risk,1500,At-Risk,1,$0,1,0,1,3,1,Yes
CA1910083,"MANHATTAN BEACH-CITY, WATER DEPT.",CWS,SW,SWP,33673,13437,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,"MANHATTAN BEACH-CITY, WATER DEPT.",LOS ANGELES,DISTRICT 16 - CENTRAL,Low to no risk,Low to no risk,High Risk,Low to no risk,32697,Not At-Risk,1,"$3,500,000",NA,NA,NA,3,1,Yes
CA1910084,MAYWOOD MUTUAL WATER CO. #1,CWS,SW,SWP,5500,1167,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,MAYWOOD MUTUAL WATER CO. #1,LOS ANGELES,DISTRICT 16 - CENTRAL,High to medium risk,Low to no risk,Medium Risk,Low to no risk,5500,Potentially At-Risk,1,$0,0,0,0,4,0,Yes
CA1910085,MAYWOOD MUTUAL WATER CO. #2,CWS,SW,SWP,6349,1924,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,MAYWOOD MUTUAL WATER CO. #2,LOS ANGELES,DISTRICT 16 - CENTRAL,Low to no risk,Low to no risk,Medium Risk,Low to no risk,6349,Not At-Risk,1,"$2,709,645",0,0,0,4,0,Yes
CA1910086,MAYWOOD MUTUAL WATER CO. #3,CWS,SW,SWP,9500,2035,other_water_systems,0,0,1,3,3,1,LOS ANGELES  ,SWP,SW,Purchased,South Coast,MAYWOOD MUTUAL WATER CO. #3,LOS ANGELES,DISTRICT 16 - CENTRAL,Low to no risk,Low to no risk,Medium Risk,Low to no risk,6059,Not At-Risk,1,$0,0,0,0,3,1,Yes
CA1910087,METROPOLITAN WATER DIST. OF SO. CAL.,CWS,SW,SW,0,309,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SW,SW,Not purchased,NA,METROPOLITAN WATER DIST. OF SO. CAL.,LOS ANGELES,DISTRICT 16 - CENTRAL,Not Assessed,Not Assessed,Not Assessed,Not Assessed,0,Not Assessed,1,$0,NA,NA,NA,0,4,Yes
CA1910090,"MONROVIA-CITY, WATER DEPT.",CWS,GW,GW,37931,9425,carceral_serving_water_system,0,0,1,1,1,1,LOS ANGELES  ,GW,GW,Not purchased,South Coast,"MONROVIA-CITY, WATER DEPT.",LOS ANGELES,DISTRICT 22 - ANGELES,High to medium risk,Low to no risk,No Risk,Low to no risk,37931,Potentially At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910091,MONTEBELLO LAND & WATER CO.,CWS,GW,GW,26554,3956,carceral_serving_water_system,0,0,1,1,1,1,LOS ANGELES  ,GW,GW,Not purchased,South Coast,MONTEBELLO LAND & WATER CO.,LOS ANGELES,DISTRICT 16 - CENTRAL,High to medium risk,Low to no risk,Medium Risk,Low to no risk,26554,Not At-Risk,1,$0,NA,NA,NA,3,1,Yes
CA1910092,"MONTEREY PARK-CITY, WATER DEPT.",CWS,GW,GW,62183,13616,carceral_serving_water_system,0,0,0,0,1,1,LOS ANGELES  ,GW,GW,Not purchased,South Coast,"MONTEREY PARK-CITY, WATER DEPT.",LOS ANGELES,DISTRICT 07 - HOLLYWOOD,High to medium risk,Low to no risk,Low Risk,Low to no risk,62183,At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910097,NORTHROP GRUMMAN CORP.,NTNCWS,GW,GW,6409,41,other_water_systems,0,0,1,3,3,1,LOS ANGELES  ,GW,GW,Not purchased,South Lahontan,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,4,0,Yes
CA1910098,GSWC - NORWALK,CWS,SW,SWP,43133,9397,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,GSWC - NORWALK,LOS ANGELES,DISTRICT 15 - METROPOLITAN,High to medium risk,Low to no risk,Low Risk,Low to no risk,43176,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910099,PARADISE RANCH MHP,CWS,GW,GW,360,95,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,GW,GW,Not purchased,South Coast,PARADISE RANCH MHP,LOS ANGELES,DISTRICT 15 - METROPOLITAN,High to medium risk,High to medium risk,High Risk,High to medium risk,360,At-Risk,1,$0,0,0,0,4,0,Yes
CA1910101,ORCHARD DALE WATER DISTRICT,CWS,GW,GWP,25000,4345,other_water_systems,0,0,1,2,2,1,LOS ANGELES  ,GWP,GW,Purchased,South Coast,ORCHARD DALE WATER DISTRICT,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,Low to no risk,Low to no risk,Low Risk,Low to no risk,25000,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910102,PALMDALE WATER DIST.,CWS,SW,SW,126804,27257,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SW,SW,Not purchased,South Lahontan,PALMDALE WATER DIST.,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,Not Assessed,Not Assessed,Not Assessed,Not Assessed,126804,Not Assessed,1,"$128,125",NA,NA,NA,4,0,Yes
CA1910103,PALM RANCH IRRIGATION DIST.,CWS,SW,SWP,5507,1713,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Lahontan,PALM RANCH IRRIGATION DIST.,LOS ANGELES,DISTRICT 16 - CENTRAL,Low to no risk,Low to no risk,No Risk,Low to no risk,5507,Not At-Risk,1,$0,0,0,0,2,2,Yes
CA1910104,CALIFORNIA WATER SERVICE CO. - PALOS VER,CWS,SW,SWP,71202,24413,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,CALIFORNIA WATER SERVICE CO. - PALOS VER,LOS ANGELES,DISTRICT 22 - ANGELES,Low to no risk,Low to no risk,No Risk,Low to no risk,71452,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910105,"PARAMOUNT - CITY, WATER DEPT.",CWS,SW,SWP,55200,7537,other_water_systems,0,0,1,1,1,1,LOS ANGELES  ,SWP,SW,Purchased,South Coast,"PARAMOUNT - CITY, WATER DEPT.",LOS ANGELES,DISTRICT 07 - HOLLYWOOD,High to medium risk,Low to no risk,Medium Risk,High to medium risk,55200,At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910108,CITY OF BELL GARDENS,CWS,SW,SWP,11305,1653,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,CITY OF BELL GARDENS,LOS ANGELES,DISTRICT 15 - METROPOLITAN,High to medium risk,Low to no risk,Medium Risk,High to medium risk,11437,Potentially At-Risk,1,"$1,700,000",0,0,0,4,0,Yes
CA1910117,SAN GABRIEL VALLEY WATER CO-MONTEBELLO 2,CWS,SW,SWP,7250,1502,other_water_systems,0,0,1,1,1,1,LOS ANGELES  ,SWP,SW,Purchased,South Coast,SAN GABRIEL VALLEY WATER CO-MONTEBELLO 2,LOS ANGELES,DISTRICT 22 - ANGELES,Low to no risk,Low to no risk,Low Risk,Low to no risk,7330,Not At-Risk,1,$0,1,0,1,4,0,Yes
CA1910124,PASADENA WATER AND POWER,CWS,SW,SWP,161162,38338,carceral_serving_water_system,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,PASADENA WATER AND POWER,LOS ANGELES,DISTRICT 15 - METROPOLITAN,Not Assessed,Not Assessed,Not Assessed,Not Assessed,164344,Not Assessed,1,$0,NA,NA,NA,3,1,Yes
CA1910125,PICO WD,CWS,GW,GW,22051,5281,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,GW,GW,Not purchased,South Coast,PICO WD,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,High to medium risk,Low to no risk,Low Risk,Low to no risk,22051,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910126,"POMONA - CITY, WATER DEPT.",CWS,SW,SW,151713,30172,carceral_serving_water_system,0,0,0,0,0,0,LOS ANGELES  ,SW,SW,Not purchased,South Coast,"POMONA - CITY, WATER DEPT.",LOS ANGELES,DISTRICT 15 - METROPOLITAN,Not Assessed,Not Assessed,Not Assessed,Not Assessed,151713,Not Assessed,1,$0,NA,NA,NA,4,0,Yes
CA1910127,"COVINA-CITY, WATER DEPT.",CWS,SW,SWP,33300,8707,carceral_serving_water_system,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,"COVINA-CITY, WATER DEPT.",LOS ANGELES,DISTRICT 07 - HOLLYWOOD,Low to no risk,Low to no risk,Low Risk,Low to no risk,33300,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910128,COVINA IRRIGATING CO.,CWS,SW,SW,0,12,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SW,SW,Not purchased,NA,COVINA IRRIGATING CO.,LOS ANGELES,DISTRICT 15 - METROPOLITAN,Not Assessed,Not Assessed,Not Assessed,Not Assessed,0,Not Assessed,1,$0,NA,NA,NA,3,1,Yes
CA1910130,QUARTZ HILL WATER DIST.,CWS,SW,SWP,19100,5842,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Lahontan,QUARTZ HILL WATER DIST.,LOS ANGELES,DISTRICT 16 - CENTRAL,Low to no risk,Low to no risk,No Risk,Low to no risk,19100,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910134,CALIFORNIA WATER SERVICE CO. - HERM/REDO,CWS,SW,SWP,96708,26800,carceral_serving_water_system,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,CALIFORNIA WATER SERVICE CO. - HERM/REDO,LOS ANGELES,DISTRICT 22 - ANGELES,Low to no risk,Low to no risk,No Risk,Low to no risk,96853,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910137,THE BOEING COMPANY - HDAIT,NTNCWS,GW,GW,60,9,other_water_systems,0,0,1,1,1,1,LOS ANGELES  ,GW,GW,Not purchased,South Lahontan,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,4,0,Yes
CA1910138,LOS ANGELES WORLD AIRPORTS,NTNCWS,GW,GW,156,5,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,GW,GW,Not purchased,South Lahontan,NA,NA,NA,Not Assessed,Not Assessed,Not Assessed,Not Assessed,NA,Not Assessed,NA,NA,0,0,0,4,0,Yes
CA1910139,CAL/AM WATER COMPANY - SAN MARINO,CWS,SW,SWP,47124,14280,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,CAL/AM WATER COMPANY - SAN MARINO,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,High to medium risk,Low to no risk,No Risk,Low to no risk,47995,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910140,RUBIO CANON LAND & WATER ASSOCIATION,CWS,SW,SW,9600,3136,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SW,SW,Not purchased,South Coast,RUBIO CANON LAND & WATER ASSOCIATION,LOS ANGELES,DISTRICT 16 - CENTRAL,Low to no risk,High to medium risk,No Risk,Low to no risk,9215,At-Risk,1,$0,NA,NA,NA,2,2,Yes
CA1910142,GSWC-SAN DIMAS,CWS,SW,SWP,56512,16168,carceral_serving_water_system,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,GSWC-SAN DIMAS,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,Low to no risk,Low to no risk,No Risk,Low to no risk,56538,Not At-Risk,1,$0,NA,NA,NA,3,1,Yes
CA1910143,"SAN FERNANDO-CITY, WATER DEPT.",CWS,GW,GW,23946,5380,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,GW,GW,Not purchased,South Coast,"SAN FERNANDO-CITY, WATER DEPT.",LOS ANGELES,DISTRICT 16 - CENTRAL,Low to no risk,Low to no risk,Medium Risk,Low to no risk,23946,Potentially At-Risk,1,"$7,000,000",NA,NA,NA,1,3,Yes
CA1910144,SAN GABRIEL COUNTY WD,CWS,GW,GW,39345,9530,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,GW,GW,Not purchased,South Coast,SAN GABRIEL COUNTY WD,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,Low to no risk,Low to no risk,Low Risk,Low to no risk,39345,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910146,"SANTA MONICA-CITY, WATER DIVISION",CWS,SW,SWP,89947,16887,carceral_serving_water_system,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,"SANTA MONICA-CITY, WATER DIVISION",LOS ANGELES,DISTRICT 16 - CENTRAL,Low to no risk,Low to no risk,Low Risk,Low to no risk,89947,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910147,SUBURBAN WATER SYSTEMS - SATIVA,CWS,SW,SWP,4339,1315,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,SUBURBAN WATER SYSTEMS - SATIVA,LOS ANGELES,DISTRICT 22 - ANGELES,High to medium risk,Low to no risk,Medium Risk,Low to no risk,4363,Potentially At-Risk,1,"$1,835,178",0,0,0,4,0,Yes
CA1910148,"SIERRA MADRE-CITY, WATER DEPT.",CWS,SW,SWP,11000,3797,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,"SIERRA MADRE-CITY, WATER DEPT.",LOS ANGELES,DISTRICT 07 - HOLLYWOOD,Low to no risk,Low to no risk,No Risk,Low to no risk,11000,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910149,"SIGNAL HILL - CITY, WATER DEPT.",CWS,SW,SWP,11795,3035,carceral_serving_water_system,1,2,1,2,4,1,LOS ANGELES  ,SWP,SW,Purchased,South Coast,"SIGNAL HILL - CITY, WATER DEPT.",LOS ANGELES,DISTRICT 07 - HOLLYWOOD,High to medium risk,Low to no risk,Medium Risk,Low to no risk,11848,Failing,1,$0,NA,NA,NA,4,0,Yes
CA1910152,"SOUTH GATE-CITY, WATER DEPT.",CWS,SW,SWP,76443,14414,carceral_serving_water_system,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,"SOUTH GATE-CITY, WATER DEPT.",LOS ANGELES,DISTRICT 22 - ANGELES,High to medium risk,Low to no risk,Medium Risk,Low to no risk,76443,Potentially At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910153,SOUTH MONTEBELLO IRRIGATION DIST.,CWS,GW,GW,15021,2351,other_water_systems,0,0,1,1,1,1,LOS ANGELES  ,GW,GW,Not purchased,South Coast,SOUTH MONTEBELLO IRRIGATION DIST.,LOS ANGELES,DISTRICT 22 - ANGELES,High to medium risk,Low to no risk,Medium Risk,Low to no risk,15021,At-Risk,1,$0,2,0,1,4,0,Yes
CA1910154,CITY OF SOUTH PASADENA,CWS,SW,SWP,25329,6131,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,CITY OF SOUTH PASADENA,LOS ANGELES,DISTRICT 16 - CENTRAL,High to medium risk,Low to no risk,No Risk,Low to no risk,25329,Not At-Risk,1,"$11,937,930",NA,NA,NA,2,2,Yes
CA1910155,GSWC - SOUTHWEST,CWS,SW,SWP,277856,52612,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,GSWC - SOUTHWEST,LOS ANGELES,DISTRICT 15 - METROPOLITAN,Not Assessed,Not Assessed,Not Assessed,Not Assessed,277740,Not Assessed,1,$0,NA,NA,NA,4,0,Yes
CA1910156,"BEVERLY HILLS-CITY, WATER DEPT.",CWS,SW,SWP,40856,10455,carceral_serving_water_system,0,0,1,2,2,1,LOS ANGELES  ,SWP,SW,Purchased,South Coast,"BEVERLY HILLS-CITY, WATER DEPT.",LOS ANGELES,DISTRICT 22 - ANGELES,Low to no risk,Low to no risk,No Risk,High to medium risk,40121,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910157,SUNNY SLOPE WATER CO.,CWS,GW,GW,25252,6326,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,GW,GW,Not purchased,South Coast,SUNNY SLOPE WATER CO.,LOS ANGELES,DISTRICT 15 - METROPOLITAN,High to medium risk,Low to no risk,Low Risk,Low to no risk,25252,Potentially At-Risk,1,$0,NA,NA,NA,3,1,Yes
CA1910158,STERLING MUTUAL WATER COMPANY,CWS,GW,GW,548,201,other_water_systems,1,1,1,2,4,1,LOS ANGELES  ,GW,GW,Not purchased,South Coast,STERLING MUTUAL WATER COMPANY,LOS ANGELES,DISTRICT 22 - ANGELES,High to medium risk,Low to no risk,High Risk,Low to no risk,198,At-Risk,1,$0,0,0,0,3,1,Yes
CA1910159,TRACT 180 MUTUAL WATER CO.,CWS,GW,GW,14000,1190,other_water_systems,0,0,1,2,2,1,LOS ANGELES  ,GW,GW,Not purchased,South Coast,TRACT 180 MUTUAL WATER CO.,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,High to medium risk,Low to no risk,Medium Risk,Low to no risk,14000,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA1910160,TRACT 349 MUTUAL WATER CO.,CWS,GW,GW,3132,949,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,GW,GW,Not purchased,South Coast,TRACT 349 MUTUAL WATER CO.,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,High to medium risk,Low to no risk,Medium Risk,Low to no risk,8700,Failing,1,"$3,399,231",0,0,0,4,0,Yes
CA1910161,LIBERTY UTILITIES - LYNWOOD,CWS,SW,SWP,24416,4379,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,LIBERTY UTILITIES - LYNWOOD,LOS ANGELES,DISTRICT 22 - ANGELES,Low to no risk,High to medium risk,Medium Risk,High to medium risk,24701,At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910163,VALENCIA HEIGHTS WATER CO.,CWS,SW,SWP,7775,1682,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,VALENCIA HEIGHTS WATER CO.,LOS ANGELES,DISTRICT 16 - CENTRAL,Low to no risk,Low to no risk,No Risk,Low to no risk,7775,Not At-Risk,1,"$1,939,868",13,0,1,4,0,Yes
CA1910165,VALLEY VIEW MUTUAL WATER CO.,CWS,GW,GW,4613,1398,other_water_systems,0,0,1,3,3,1,LOS ANGELES  ,GW,GW,Not purchased,South Coast,VALLEY VIEW MUTUAL WATER CO.,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,Low to no risk,Low to no risk,Low Risk,Low to no risk,4613,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA1910166,VALLEY WATER CO.,CWS,SW,SWP,10070,3610,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,VALLEY WATER CO.,LOS ANGELES,DISTRICT 15 - METROPOLITAN,High to medium risk,Low to no risk,No Risk,Low to no risk,10070,Potentially At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910167,"VERNON-CITY, WATER DEPT.",CWS,SW,SWP,28112,1032,carceral_serving_water_system,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,"VERNON-CITY, WATER DEPT.",LOS ANGELES,DISTRICT 15 - METROPOLITAN,Low to no risk,Low to no risk,Low Risk,Low to no risk,28112,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA1910169,WALNUT PARK MUTUAL WATER CO.,CWS,GW,GW,16180,2832,other_water_systems,0,0,1,2,4,1,LOS ANGELES  ,GW,GW,Not purchased,South Coast,WALNUT PARK MUTUAL WATER CO.,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,Low to no risk,Low to no risk,High Risk,Low to no risk,16180,Not At-Risk,1,"$3,263,449",0,0,0,3,1,Yes
CA1910173,"WHITTIER-CITY, WATER DEPT.",CWS,GW,GW,49954,12001,carceral_serving_water_system,0,0,0,0,0,0,LOS ANGELES  ,GW,GW,Not purchased,South Coast,"WHITTIER-CITY, WATER DEPT.",LOS ANGELES,DISTRICT 07 - HOLLYWOOD,High to medium risk,Low to no risk,Low Risk,Low to no risk,49954,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910174,SUBURBAN WATER SYSTEMS-WHITTIER,CWS,GW,GW,66045,18056,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,GW,GW,Not purchased,South Coast,SUBURBAN WATER SYSTEMS-WHITTIER,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,High to medium risk,Low to no risk,No Risk,Low to no risk,66045,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910179,"BURBANK-CITY, WATER DEPT.",CWS,SW,SWP,104535,25690,carceral_serving_water_system,0,0,1,5,6,1,LOS ANGELES  ,SWP,SW,Purchased,South Coast,"BURBANK-CITY, WATER DEPT.",LOS ANGELES,DISTRICT 07 - HOLLYWOOD,Not Assessed,Not Assessed,Not Assessed,Not Assessed,105603,Not Assessed,1,$0,NA,NA,NA,4,0,Yes
CA1910185,LOS ANGELES CWWD 36-VAL VERDE,CWS,SW,SWP,6250,1570,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,LOS ANGELES CWWD 36-VAL VERDE,LOS ANGELES,DISTRICT 16 - CENTRAL,Low to no risk,Low to no risk,No Risk,Low to no risk,6376,Not At-Risk,1,"$3,750,000",0,0,0,4,0,Yes
CA1910186,CAL-AM WATER COMPANY - DUARTE,CWS,GW,GW,24258,7351,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,GW,GW,Not purchased,South Coast,CAL-AM WATER COMPANY - DUARTE,LOS ANGELES,DISTRICT 07 - HOLLYWOOD,Low to no risk,Low to no risk,No Risk,Low to no risk,24773,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910189,SAN GABRIEL VALLEY WATER CO-MONTEBELLO 1,CWS,GW,GWP,9300,1570,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,GWP,GW,Purchased,South Coast,SAN GABRIEL VALLEY WATER CO-MONTEBELLO 1,LOS ANGELES,DISTRICT 22 - ANGELES,Low to no risk,Low to no risk,No Risk,Low to no risk,9630,Not At-Risk,1,$0,4,0,1,4,0,Yes
CA1910191,"NORWALK - CITY, WATER DEPT.",CWS,SW,SWP,17790,5398,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,"NORWALK - CITY, WATER DEPT.",LOS ANGELES,DISTRICT 15 - METROPOLITAN,Low to no risk,Low to no risk,Low Risk,Low to no risk,20283,Not At-Risk,1,$0,NA,NA,NA,3,1,Yes
CA1910194,ROWLAND WATER DISTRICT,CWS,SW,SWP,54660,13514,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,SWP,SW,Purchased,South Coast,ROWLAND WATER DISTRICT,LOS ANGELES,DISTRICT 22 - ANGELES,Low to no risk,Low to no risk,No Risk,Low to no risk,54660,Not At-Risk,1,$0,NA,NA,NA,4,0,Yes
CA1910195,GSWC - HOLLYDALE,CWS,GW,GW,8073,1672,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,GW,GW,Not purchased,South Coast,GSWC - HOLLYDALE,LOS ANGELES,DISTRICT 15 - METROPOLITAN,Low to no risk,Low to no risk,Low Risk,Low to no risk,8099,Not At-Risk,1,$0,0,0,0,4,0,Yes
CA1910199,CALIFORNIA DOMESTIC WATER COMPANY,CWS,GW,GW,0,21,other_water_systems,0,0,0,0,0,0,LOS ANGELES  ,GW,GW,Not purchased,NA,CALIFORNIA DOMESTIC WATER COMPANY,LOS ANGELES,DISTRICT 15 - METROPOLITAN,Not Assessed,Not Assessed,Not Assessed,Not Assessed,0,Not Assessed,1,$0,NA,NA,NA,3,1,Yes
