pwsid,population,service_connections,state_classification,activity_status_cd,regulating_agency,carceral_sys,count_of_viols_over5yrs_mcl,count_of_viols_over5yrs_mon,binary_viol_over5yrs_mcl,binary_viol_over5yrs_mon
CA5000443,25,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,2,0,1,0
CA5000446,26,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000447,25,6,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000454,25,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,1,0,1,0
CA5000457,50,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,5,0,1,0
CA5000462,26,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,2,0,1,0
CA5000465,75,7,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,6,1,1,1
CA5000467,250,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000470,80,3,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000473,45,9,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,1,0,1
CA5000474,135,5,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000478,200,5,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000480,70,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000481,40,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000482,42,7,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,4,0,1
CA5000483,500,3,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,2,1,1,1
CA5000486,25,3,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000487,25,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000490,25,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000493,500,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000494,30,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,1,0,1
CA5000498,35,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,5,0,1,0
CA5000499,100,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,2,0,1,0
CA5000500,100,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000501,500,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000502,25,4,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000503,25,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000505,25,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000507,109,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000509,25,14,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000512,97,3,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000516,300,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000517,25,3,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000525,25,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,4,0,1,0
CA5000527,30,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000529,25,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000530,64,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,4,0,1,0
CA5000532,160,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000535,25,10,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000536,25,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000538,25,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000547,25,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000548,25,3,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,1,0,1
CA5000551,25,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000552,120,18,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000555,26,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000557,25,4,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000562,25,4,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000563,25,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000565,35,45,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,1,0,1
CA5000568,2000,9,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000571,25,40,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000573,302,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000574,26,10,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,4,0,1,0
CA5000577,25,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000578,32,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000579,26,10,COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000580,125,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000581,25,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000582,26,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000583,25,3,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000584,860,5,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000585,25,2,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000586,25,1,TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000588,80,3,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000590,25,3,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000592,25,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000593,50,2,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000595,27,1,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5000596,25,5,NON-TRANSIENT NON-COMMUNITY,A ,LPA80 - STANISLAUS COUNTY,non_carceral,0,0,0,0
CA5010005,14537,4417,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010006,8788,2174,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010007,887,230,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010008,7481,2329,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,4,0,1,0
CA5010009,5672,1477,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,1,0,1,0
CA5010010,218771,70793,COMMUNITY,A ,DISTRICT 10 - STOCKTON,nonexclusive_carceral,0,0,0,0
CA5010013,12207,3572,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,1,0,1
CA5010014,23235,8335,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010017,23304,7367,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010018,24834,7457,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,1,0,1,0
CA5010019,72682,19716,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010021,5090,1711,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010023,1099,336,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010026,597,183,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010028,54513,11881,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010029,1327,407,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010031,175,54,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010033,914,278,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010034,172,52,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010035,119,36,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010039,2000,596,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010042,1079,339,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010043,0,3,COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5010044,30,3,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 10 - STOCKTON,non_carceral,0,0,0,0
CA5100107,205,86,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,2,2,1,1
CA5100112,50,17,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,1,0,1,0
CA5100117,1065,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5100125,25,1,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA5101009,350,48,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5102025,40,13,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5103335,108,2,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5105004,300,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA5110001,9285,2503,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5110002,70256,19116,COMMUNITY,A ,DISTRICT 21 - VALLEY,nonexclusive_carceral,0,0,0,0
CA5110007,2904,1146,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5200007,75,55,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200008,75,30,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200010,45,46,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200012,468,134,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200013,40,16,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200014,75,28,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200255,112,40,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200500,70,25,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200502,191,54,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200503,634,192,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5200504,483,203,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5200508,543,195,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200510,305,109,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200512,99,42,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200514,45,16,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200521,175,60,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200526,70,70,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,3,0,1
CA5200527,50,47,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200531,104,40,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200534,237,72,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA5200535,80,40,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200538,350,4,NON-TRANSIENT NON-COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200539,75,51,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200545,85,19,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200546,70,24,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,4,0,1
CA5200547,103,32,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200548,85,30,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200551,158,105,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200555,44,31,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200556,140,50,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200558,100,55,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200559,63,24,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200560,145,44,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200562,412,125,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200570,163,73,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200571,131,47,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200574,116,33,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5200575,36,12,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200584,53,16,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200585,56,108,TRANSIENT NON-COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200588,27,14,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,1,0,1
CA5200645,90,38,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5200657,45,17,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,1,0,1
CA5200864,1055,30,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5201140,25,12,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5201147,102,49,COMMUNITY,A ,LPA82 - TEHAMA COUNTY,non_carceral,0,0,0,0
CA5210001,8244,2438,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210002,1200,401,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210003,1450,373,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,1,0,1,0
CA5210004,14710,4742,COMMUNITY,A ,DISTRICT 21 - VALLEY,nonexclusive_carceral,0,1,0,1
CA5210005,3329,1433,COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210500,240,7,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210501,145,6,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210502,100,4,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210503,69,33,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210504,150,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210505,606,21,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5210506,251,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 21 - VALLEY,non_carceral,0,0,0,0
CA5301001,42,42,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5301002,677,234,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5301004,65,72,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301006,215,30,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301008,223,81,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5301009,79,48,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA5301010,37,39,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,7,0,1
CA5301012,34,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA5301013,100,6,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301014,190,7,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301017,103,37,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301101,131,32,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5301102,338,67,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301103,60,42,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5301104,99,99,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5301105,230,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301106,317,95,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301108,307,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301109,90,7,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301110,410,24,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301112,327,20,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301113,450,5,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301114,440,21,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5301201,40,26,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,2,0,1
CA5303002,43,35,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,3,0,1
CA5304102,332,192,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5304105,125,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5304109,115,35,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5304113,157,62,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5304209,80,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5304501,231,70,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5304502,130,40,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5304507,400,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5305003,202,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5305004,252,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5305006,106,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5305103,61,19,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5305107,100,6,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5305402,145,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5305504,274,9,TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5310001,3975,1536,COMMUNITY,A ,DISTRICT 01 - KLAMATH,nonexclusive_carceral,0,0,0,0
CA5310002,2324,601,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,1,0,1
CA5310003,729,260,COMMUNITY,A ,DISTRICT 01 - KLAMATH,non_carceral,0,0,0,0
CA5310800,120,7,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 01 - KLAMATH,nonexclusive_carceral,0,0,0,0
CA5400504,205,62,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,0,0,0
CA5400505,163,54,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,1,0,1,0
CA5400506,560,71,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,0,0,0
CA5400519,500,26,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,0,0,0
CA5400526,53,6,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,4,0,1,0
CA5400529,95,42,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,0,0,0
CA5400536,106,38,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA5400537,125,177,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,2,0,1
CA5400538,192,10,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,2,0,1
CA5400542,616,176,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,0,0,0
CA5400544,521,168,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,2,1,1,1
CA5400548,129,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,1,0,1
CA5400550,691,91,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,1,0,1
CA5400553,657,199,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA5400556,40,23,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,1,0,1
CA5400558,87,11,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,3,0,1,0
CA5400567,340,77,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,0,0,0
CA5400583,303,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,0,0,0
CA5400602,60,78,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,1,0,1
CA5400604,103,14,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,1,0,1
CA5400616,109,60,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,5,0,1,0
CA5400620,400,18,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,0,0,0
CA5400623,25,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,0,0,0
CA5400624,500,9,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,0,0,0
CA5400629,80,21,TRANSIENT NON-COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,0,0,0
CA5400631,694,195,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,2,0,1
CA5400637,35,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,1,0,1
CA5400641,383,116,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,1,0,1
CA5400644,30,11,TRANSIENT NON-COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,0,1,0,1
CA5400647,95,32,COMMUNITY,A ,DISTRICT 24 - TULARE,non_carceral,3,2,1,1
