pwsid,population,service_connections,state_classification,activity_status_cd,regulating_agency,carceral_sys,count_of_viols_over5yrs_mcl,count_of_viols_over5yrs_mon,binary_viol_over5yrs_mcl,binary_viol_over5yrs_mon
CA1503319,1320,7,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503329,148,93,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503341,38125,132,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,2,0,1
CA1503349,1917,35,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503360,460,2,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503368,204,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503378,452,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503380,204,6,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,2,0,1
CA1503384,75,5,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1503392,150,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503397,107,4,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503475,380,238,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,1,0,1
CA1503509,51,4,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1503515,100,5,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,1,0,1,0
CA1503526,29,12,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,4,0,1,0
CA1503536,100,32,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503576,60,8,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503629,350,126,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,1,1,1,1
CA1503645,50,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503655,34,4,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503656,69,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503657,36,8,TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1503660,65,11,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503661,83,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,1,0,1,0
CA1503662,47,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503664,250,5,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503668,32,38,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503669,28,9,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1503672,32,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503677,150,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503678,150,25,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,2,0,1
CA1503679,88,6,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503680,190,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503682,190,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1503683,100,3,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,8,0,1
CA1503684,36,14,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,67,0,1
CA1503685,200,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,1,0,1
CA1503687,505,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,3,0,1
CA1503688,114,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,5,1,1,1
CA1510001,19669,4246,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,1,0,1
CA1510002,2086,631,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,2,0,1
CA1510003,267881,65415,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,nonexclusive_carceral,0,0,0,0
CA1510004,900,248,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1510005,51428,10295,COMMUNITY,A ,DISTRICT 12 - VISALIA,nonexclusive_carceral,0,0,0,0
CA1510006,32517,8293,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1510007,2592,1313,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,1,0,1,0
CA1510009,2500,1131,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,2,0,1
CA1510011,1508,416,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1510012,19057,3169,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510013,14161,2849,COMMUNITY,A ,DISTRICT 12 - VISALIA,nonexclusive_carceral,1,2,1,1
CA1510014,4699,1201,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510015,44899,13172,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510016,303,277,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,4,3,1,1
CA1510017,41580,12600,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510018,17711,5293,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510019,21915,4998,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,nonexclusive_carceral,0,0,0,0
CA1510020,9094,3410,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,nonexclusive_carceral,0,1,0,1
CA1510021,22757,5361,COMMUNITY,A ,DISTRICT 12 - VISALIA,nonexclusive_carceral,0,0,0,0
CA1510022,20500,7165,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,nonexclusive_carceral,0,0,0,0
CA1510023,779,392,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,1,1,1,1
CA1510024,11590,3545,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510025,4831,1438,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,4,0,1
CA1510026,307,194,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510027,968,242,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510028,2200,2404,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510029,37189,11483,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510031,160144,51259,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510032,14198,4757,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,nonexclusive_carceral,0,0,0,0
CA1510033,2572,1875,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510036,878,277,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,1,0,1
CA1510038,5592,3051,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510039,1112,813,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510042,777,376,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510043,284,195,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510045,9857,2987,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510046,2370,450,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,1,0,1
CA1510049,294,202,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510051,1379,297,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,5,0,1,0
CA1510052,1105,271,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,5,1,1,1
CA1510054,908,275,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510055,22762,8353,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1510056,736,551,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510300,404,5,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,3,0,1
CA1510301,155,6,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510302,105,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510701,11316,1088,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,1,1,1,1
CA1510702,469,117,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,0,0,0
CA1510703,6600,969,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,non_carceral,0,2,0,1
CA1510800,2993,1806,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,exclusive_carceral,0,1,0,1
CA1510801,5124,1768,COMMUNITY,A ,DISTRICT 12 - VISALIA,exclusive_carceral,0,0,0,0
CA1510802,5000,2248,COMMUNITY,A ,DISTRICT 19 - TEHACHAPI,exclusive_carceral,0,0,0,0
CA1600002,400,109,COMMUNITY,A ,LPA46 - KINGS COUNTY,non_carceral,0,0,0,0
CA1600017,416,17,NON-TRANSIENT NON-COMMUNITY,A ,LPA46 - KINGS COUNTY,non_carceral,0,0,0,0
CA1600023,73,21,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1600249,1040,5,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,1,0,1
CA1600293,50,3,COMMUNITY,A ,LPA46 - KINGS COUNTY,non_carceral,0,0,0,0
CA1600507,69,40,COMMUNITY,A ,LPA46 - KINGS COUNTY,non_carceral,0,0,0,0
CA1610001,4143,1405,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1610002,13696,2134,COMMUNITY,A ,DISTRICT 12 - VISALIA,nonexclusive_carceral,2,0,1,0
CA1610003,62127,19077,COMMUNITY,A ,DISTRICT 12 - VISALIA,nonexclusive_carceral,2,1,1,1
CA1610004,22808,3698,COMMUNITY,A ,DISTRICT 12 - VISALIA,nonexclusive_carceral,0,0,0,0
CA1610005,27185,7474,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,5,2,1,1
CA1610006,1277,358,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,3,0,1
CA1610007,1750,486,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,3,0,1
CA1610009,1242,359,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,2,0,1,0
CA1610700,15000,1396,COMMUNITY,A ,DISTRICT 12 - VISALIA,non_carceral,0,0,0,0
CA1700502,373,227,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1
CA1700508,300,131,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700510,11,19,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700511,401,72,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700518,693,238,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1
CA1700519,30,24,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,4,1,1,1
CA1700527,26,26,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,2,0,1
CA1700533,75,14,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700536,83,42,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1
CA1700546,252,89,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700549,150,74,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,4,0,1
CA1700554,449,137,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700561,90,43,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700568,550,250,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700579,60,21,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700580,50,17,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,2,0,1
CA1700584,104,38,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700589,32,23,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700592,277,99,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700595,255,91,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1
CA1700596,65,44,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1
CA1700597,53,150,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700599,150,53,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700601,243,150,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700603,34,30,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1
CA1700604,200,60,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700606,70,57,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700609,73,24,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,2,1,1,1
CA1700610,152,46,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700617,100,28,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700627,40,40,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700628,25,41,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700630,152,54,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1
CA1700633,25,37,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700634,110,16,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700638,40,15,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700650,212,113,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700657,25,25,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1
CA1700659,28,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700670,65,30,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700674,200,60,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700676,50,30,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,1,0,1,0
CA1700677,1000,10,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700685,25,7,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700698,112,4,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700702,56,22,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1
CA1700704,208,9,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700710,25,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700712,400,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1
CA1700715,25,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700716,41,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700725,25,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700727,899,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700728,80,16,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700730,110,6,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700731,54,8,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700733,160,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700734,210,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700736,310,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1700739,46,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1710001,2359,2161,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,2,0,1,0
CA1710002,4644,2132,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1710003,7772,2355,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,1,0,1,0
CA1710004,4762,2327,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1710005,2129,1212,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1710006,5928,1794,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1710007,4102,1250,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1710008,2929,1058,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1710009,989,403,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1710010,1326,867,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1710011,1521,461,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1710012,3515,1105,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1710013,1598,534,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1710014,4360,1603,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,1,0,1
CA1710015,6235,2518,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1710016,155,31,TRANSIENT NON-COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,2,0,1,0
CA1710018,1531,464,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1710021,4046,1226,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,nonexclusive_carceral,0,0,0,0
CA1710022,2003,607,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,non_carceral,0,0,0,0
CA1710800,100,7,COMMUNITY,A ,DISTRICT 03 - MENDOCINO,exclusive_carceral,0,1,0,1
CA1800010,40,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,1,0,1
CA1800013,25,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800014,25,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800202,32,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,1,0,1
CA1800503,140,50,COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800511,565,220,COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800512,400,167,COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800514,84,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,1,0,1
CA1800515,56,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800516,70,44,COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800522,25,11,COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,1,0,1
CA1800523,80,52,COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,2,0,1
CA1800524,62,31,COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,1,0,1
CA1800528,54,3,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800529,252,90,COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800531,350,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800534,317,79,COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800557,110,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800560,25,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800562,25,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800569,40,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800573,221,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800574,230,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800575,250,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800576,196,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800577,400,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800582,25,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800585,1380,21,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800589,100,2,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800601,200,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800632,48,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1800801,68,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1805001,40,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,1,0,1
CA1805004,3857,2724,COMMUNITY,A ,DISTRICT 02 - LASSEN,exclusive_carceral,0,0,0,0
CA1805005,55,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1805006,27,1,TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1805007,2114,297,COMMUNITY,A ,DISTRICT 02 - LASSEN,nonexclusive_carceral,0,0,0,0
CA1810001,7811,3758,COMMUNITY,A ,DISTRICT 02 - LASSEN,nonexclusive_carceral,0,0,0,0
CA1810002,1662,949,COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1810003,450,147,COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1810004,950,259,COMMUNITY,A ,DISTRICT 02 - LASSEN,non_carceral,0,0,0,0
CA1810700,1200,285,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,nonexclusive_carceral,0,0,0,0
CA1810801,108,1,NON-TRANSIENT NON-COMMUNITY,A ,DISTRICT 02 - LASSEN,nonexclusive_carceral,0,0,0,0
CA1900007,107,1,COMMUNITY,A ,DISTRICT 16 - CENTRAL,nonexclusive_carceral,0,1,0,1
CA1900038,60,21,COMMUNITY,A ,DISTRICT 22 - ANGELES,non_carceral,5,0,1,0
CA1900046,7000,1952,COMMUNITY,A ,DISTRICT 22 - ANGELES,exclusive_carceral,0,0,0,0
CA1900055,56,20,COMMUNITY,A ,DISTRICT 07 - HOLLYWOOD,non_carceral,0,0,0,0
CA1900062,184,22,COMMUNITY,A ,DISTRICT 22 - ANGELES,non_carceral,0,0,0,0
CA1900074,57,5,COMMUNITY,A ,DISTRICT 07 - HOLLYWOOD,non_carceral,0,0,0,0
CA1900075,42,34,COMMUNITY,A ,DISTRICT 07 - HOLLYWOOD,non_carceral,0,0,0,0
CA1900100,160,98,COMMUNITY,A ,DISTRICT 15 - METROPOLITAN,non_carceral,5,0,1,0
CA1900102,495,171,COMMUNITY,A ,DISTRICT 07 - HOLLYWOOD,non_carceral,0,0,0,0
