,pwsid,health_5yr_count,health_5yr_count_no2ndary_mcl,health_5yr_count_no_2ndary_or_lsl,mr_5yr_count,mon_only_5yr_count,health_5yr_binary,health_5yr_no2ndary_mcl_binary,health_5yr_no2ndary_or_lsl_binary,mr_5yr_binary,mon_only_5yr_binary,pws_name,pws_type_code,gw_sw_code,primary_source_code,population_served_count,service_connections_count,carceral_sys
1886,CA2900529,0,0,0,0,0,0,0,0,0,0,GOLD COUNTRY HOME PARK - WATER SYSTEM,CWS,GW,GW,60,27,other_water_systems
1887,CA2900530,0,0,0,1,1,0,0,0,1,1,ROUGH & READY VILLAGE,CWS,GW,GW,268,56,other_water_systems
1888,CA2900531,1,1,1,0,0,1,1,1,0,0,CREEKSIDE VILLAGE,CWS,GW,GW,300,131,other_water_systems
1889,CA2900532,0,0,0,2,2,0,0,0,1,1,PENN VALLEY SHOPPING CENTER,NTNCWS,GW,GW,332,16,other_water_systems
1890,CA2900535,0,0,0,0,0,0,0,0,0,0,PLEASANT RIDGE SCHOOL,NTNCWS,GW,GW,250,4,other_water_systems
1891,CA2900536,0,0,0,0,0,0,0,0,0,0,CLEAR CREEK SCHOOL,NTNCWS,GW,GW,160,8,other_water_systems
1892,CA2900541,0,0,0,0,0,0,0,0,0,0,CHRISTIAN ENCOUNTER MINISTRIES,CWS,GW,GW,35,16,other_water_systems
1893,CA2900546,0,0,0,2,2,0,0,0,1,1,SIERRA FRIENDS CENTER,CWS,GW,GW,25,13,other_water_systems
1894,CA2900548,1,1,0,2,1,1,1,0,1,1,SIERRA ESTATES MUTUAL WATER COMPANY,CWS,GW,GW,100,32,other_water_systems
1895,CA2900562,0,0,0,0,0,0,0,0,0,0,ANANDA VILLAGE,CWS,GW,GW,233,98,other_water_systems
1896,CA2900563,0,0,0,0,0,0,0,0,0,0,BITNEY SPRINGS CENTER WATER SYSTEM,NTNCWS,SW,SW,536,14,other_water_systems
1897,CA2900578,0,0,0,0,0,0,0,0,0,0,TWIN RIDGES GRIZZLY HILL SCHOOL,NTNCWS,GW,GW,125,11,other_water_systems
1898,CA2900587,0,0,0,0,0,0,0,0,0,0,MOUNTAIN VALLEY CHILD AND FAMILY SERVICE,NTNCWS,GW,GW,50,10,other_water_systems
1899,CA2900593,0,0,0,0,0,0,0,0,0,0,TWIN RIDGES OAK TREE SCHOOL,NTNCWS,GW,GW,120,8,other_water_systems
1900,CA2900601,2,2,1,2,1,1,1,1,1,1,"NCSOS, MCCOURTNEY RD.",NTNCWS,GW,GW,25,3,other_water_systems
1901,CA2900618,0,0,0,0,0,0,0,0,0,0,NELSON INDUSTRIAL PARK,NTNCWS,GW,GW,62,8,other_water_systems
1902,CA2900626,0,0,0,0,0,0,0,0,0,0,STREETER INDUSTRIAL PLAZA,NTNCWS,GW,GW,35,4,other_water_systems
1903,CA2901208,0,0,0,0,0,0,0,0,0,0,DONNER TRAIL ELEMENTARY SCHOOL,NTNCWS,GW,GW,60,1,other_water_systems
1904,CA2904011,0,0,0,5,5,0,0,0,1,1,FOTTW,NTNCWS,GW,GW,44,1,other_water_systems
1905,CA2910001,0,0,0,0,0,0,0,0,0,0,CITY OF GRASS VALLEY,CWS,SW,SW,4947,2486,other_water_systems
1906,CA2910002,1,1,1,0,0,1,1,1,0,0,CITY OF NEVADA CITY,CWS,SW,SW,3148,1433,carceral_serving_water_system
1907,CA2910003,0,0,0,0,0,0,0,0,0,0,"TRUCKEE-DONNER PUD, MAIN",CWS,GW,GW,36730,13657,other_water_systems
1908,CA2910004,0,0,0,0,0,0,0,0,0,0,"NEVADA ID - E. GEORGE, BANNER MOUNTAIN",CWS,SW,SW,17154,6154,other_water_systems
1909,CA2910006,0,0,0,0,0,0,0,0,0,0,NEVADA ID - LOMA RICA,CWS,SW,SW,14072,4994,other_water_systems
1910,CA2910010,0,0,0,0,0,0,0,0,0,0,TRUCKEE-DONNER PUD - HIRSCHDALE,CWS,GW,GW,85,25,other_water_systems
1911,CA2910011,0,0,0,3,3,0,0,0,1,1,PLAVADA COMMUNITY ASSOCIATION,CWS,GW,GW,376,269,other_water_systems
1912,CA2910013,0,0,0,0,0,0,0,0,0,0,WASHINGTON RIDGE C.C.,CWS,GW,GW,62,3,carceral_water_system
1913,CA2910014,0,0,0,0,0,0,0,0,0,0,NEVADA ID - LAKE OF PINES,CWS,SW,SW,6870,2470,other_water_systems
1914,CA2910016,1,1,1,3,3,1,1,1,1,1,DONNER SUMMIT PUBLIC UTILITY DISTRICT,CWS,SW,SW,310,362,other_water_systems
1915,CA2910023,0,0,0,0,0,0,0,0,0,0,NEVADA ID - LAKE WILDWOOD,CWS,SW,SW,9108,3229,other_water_systems
1916,CA3000519,2,2,1,3,2,1,1,1,1,1,HYNES ESTATES MUTUAL WATER CO.,CWS,GW,GW,139,51,other_water_systems
1917,CA3000585,0,0,0,0,0,0,0,0,0,0,PAGE AVENUE MUTUAL WATER COMPANY,CWS,GW,GW,119,37,other_water_systems
1918,CA3000618,1,1,0,2,1,1,1,0,1,1,LIBERTY PARK WATER ASSOCIATION,CWS,GW,GW,85,27,other_water_systems
1919,CA3000734,0,0,0,0,0,0,0,0,0,0,KNOTT S BERRY FARM,NTNCWS,SW,SWP,3000,63,other_water_systems
1920,CA3000759,0,0,0,0,0,0,0,0,0,0,CANYON RV PARK,NTNCWS,GW,GW,260,166,other_water_systems
1921,CA3000819,1,1,0,3,2,1,1,0,1,1,LOS ALAMITOS RACE COURSE,NTNCWS,GW,GW,1600,1,other_water_systems
1922,CA3000825,0,0,0,0,0,0,0,0,0,0,SOUTH MIDWAY CITY MUTUAL WATER CO.,CWS,GW,GW,825,56,other_water_systems
1923,CA3000980,0,0,0,0,0,0,0,0,0,0,SMWD-NICHOLS INSTITUTE,NTNCWS,SW,SWP,1600,2,other_water_systems
1924,CA3010001,0,0,0,2,0,0,0,0,1,0,CITY OF ANAHEIM,CWS,SW,SW,337159,62205,carceral_serving_water_system
1925,CA3010002,0,0,0,0,0,0,0,0,0,0,CITY OF BREA,CWS,SW,SWP,47589,12943,other_water_systems
1926,CA3010003,0,0,0,0,0,0,0,0,0,0,CITY OF BUENA PARK,CWS,SW,SWP,81998,19074,carceral_serving_water_system
1927,CA3010004,0,0,0,0,0,0,0,0,0,0,MESA  WATER DISTRICT,CWS,SW,SWP,110000,24475,carceral_serving_water_system
1928,CA3010008,0,0,0,1,1,0,0,0,1,1,EASTSIDE WATER ASSOCIATION,CWS,GW,GW,2000,285,other_water_systems
1929,CA3010010,0,0,0,0,0,0,0,0,0,0,CITY OF FULLERTON,CWS,SW,SWP,141874,31411,carceral_serving_water_system
1930,CA3010017,0,0,0,0,0,0,0,0,0,0,LAGUNA BEACH COUNTY WD,CWS,SW,SWP,18404,8750,other_water_systems
1931,CA3010018,0,0,0,2,2,0,0,0,1,1,CITY OF LA HABRA,CWS,SW,SWP,63118,13248,other_water_systems
1932,CA3010022,0,0,0,0,0,0,0,0,0,0,GOLDEN STATE WC - WEST ORANGE COUNTY,CWS,SW,SWP,114185,28175,other_water_systems
1933,CA3010023,0,0,0,0,0,0,0,0,0,0,CITY OF NEWPORT BEACH,CWS,SW,SWP,68572,26469,other_water_systems
1934,CA3010027,0,0,0,0,0,0,0,0,0,0,CITY OF ORANGE,CWS,SW,SWP,117150,35528,carceral_serving_water_system
1935,CA3010030,0,0,0,3,1,0,0,0,1,1,CITY OF SAN JUAN CAPISTRANO,CWS,SW,SWP,38347,11016,other_water_systems
1936,CA3010035,0,0,0,0,0,0,0,0,0,0,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,CWS,SW,SWP,50196,13029,other_water_systems
1937,CA3010036,0,0,0,0,0,0,0,0,0,0,CITY OF SAN CLEMENTE,CWS,SW,SWP,51545,17587,other_water_systems
1938,CA3010037,0,0,0,0,0,0,0,0,0,0,YORBA LINDA WATER DISTRICT,CWS,SW,SWP,84140,25497,other_water_systems
1939,CA3010038,0,0,0,1,0,0,0,0,1,0,CITY OF SANTA ANA,CWS,SW,SWP,308189,45561,carceral_serving_water_system
1940,CA3010041,0,0,0,3,3,0,0,0,1,1,CITY OF SEAL BEACH,CWS,SW,SWP,24937,5449,carceral_serving_water_system
1941,CA3010042,0,0,0,0,0,0,0,0,0,0,SOUTH COAST WATER DISTRICT,CWS,SW,SWP,40937,13386,other_water_systems
1942,CA3010046,0,0,0,0,0,0,0,0,0,0,CITY OF TUSTIN,CWS,SW,SWP,66600,14160,other_water_systems
1943,CA3010047,0,0,0,0,0,0,0,0,0,0,GOLDEN STATE WC - COWAN HEIGHTS,CWS,SW,SWP,7006,2534,other_water_systems
1944,CA3010053,0,0,0,0,0,0,0,0,0,0,CITY OF HUNTINGTON BEACH,CWS,SW,SWP,201000,53337,carceral_serving_water_system
1945,CA3010062,0,0,0,0,0,0,0,0,0,0,CITY OF GARDEN GROVE,CWS,SW,SWP,174226,34420,carceral_serving_water_system
1946,CA3010064,0,0,0,0,0,0,0,0,0,0,CITY OF WESTMINSTER,CWS,SW,SWP,95256,20733,other_water_systems
1947,CA3010068,0,0,0,0,0,0,0,0,0,0,EAST ORANGE COUNTY WD - RZ,CWS,SW,SWP,3222,1209,other_water_systems
1948,CA3010069,0,0,0,0,0,0,0,0,0,0,CITY OF FOUNTAIN VALLEY,CWS,SW,SWP,56747,16888,other_water_systems
1949,CA3010071,0,0,0,0,0,0,0,0,0,0,JOINT REGIONAL WATER SUPPLY SYSTEM,CWS,SW,SWP,0,44,other_water_systems
1950,CA3010073,0,0,0,0,0,0,0,0,0,0,MOULTON NIGUEL WATER DISTRICT,CWS,SW,SWP,170236,53620,other_water_systems
1951,CA3010079,0,0,0,0,0,0,0,0,0,0,EL TORO WATER DISTRICT,CWS,SW,SWP,47911,9534,other_water_systems
1952,CA3010082,0,0,0,0,0,0,0,0,0,0,SERRANO WATER DISTRICT,CWS,SW,SW,5659,2357,other_water_systems
1953,CA3010092,0,0,0,1,1,0,0,0,1,1,IRVINE RANCH WATER DISTRICT,CWS,SW,SW,433652,130276,carceral_serving_water_system
1954,CA3010093,0,0,0,0,0,0,0,0,0,0,EAST ORANGE COUNTY WD - WZ,CWS,SW,SWP,0,16,other_water_systems
1955,CA3010094,0,0,0,0,0,0,0,0,0,0,TRABUCO CANYON WATER DISTRICT,CWS,SW,SWP,13659,4112,carceral_serving_water_system
1956,CA3010097,0,0,0,1,1,0,0,0,1,1,MIDWAY CITY MUTUAL WC,CWS,GW,GW,1305,198,other_water_systems
1957,CA3010100,0,0,0,0,0,0,0,0,0,0,CITY OF LA PALMA,CWS,SW,SWP,15948,4368,other_water_systems
1958,CA3010101,0,0,0,0,0,0,0,0,0,0,SANTA MARGARITA WATER DISTRICT,CWS,SW,SWP,166600,55982,other_water_systems
1959,CA3010120,0,0,0,0,0,0,0,0,0,0,SAN JUAN BASIN AUTHORITY,CWS,GW,GW,0,2,other_water_systems
1960,CA3100011,0,0,0,0,0,0,0,0,0,0,AUBURN VALLEY COMMUNITY SERVICE DIS,CWS,GW,GW,290,143,other_water_systems
1961,CA3100014,1,1,0,3,2,1,1,0,1,1,BAKER RANCH WATER CORP,CWS,GW,GW,150,31,other_water_systems
1962,CA3100029,1,1,1,0,0,1,1,1,0,0,TAHOE CITY PUD - TIMBERLAND,CWS,GW,GW,200,138,other_water_systems
1963,CA3100038,1,1,1,1,1,1,1,1,1,1,HEATHER GLEN COMMUNITY SERVICE DIST,CWS,SW,SW,250,101,other_water_systems
1964,CA3100040,0,0,0,1,1,0,0,0,1,1,SHADY GLEN COMM WATER SYSTEM,CWS,SW,SW,200,121,other_water_systems
1965,CA3100041,0,0,0,1,1,0,0,0,1,1,ALPINE MEADOWS PROPERTY OWNERS ASSO,CWS,SW,SW,250,129,other_water_systems
1966,CA3100043,0,0,0,0,0,0,0,0,0,0,GOLD HILL MOBILEHOME PARK,CWS,GW,GW,75,32,other_water_systems
1967,CA3100061,0,0,0,0,0,0,0,0,0,0,MARIAH APARTMENTS,CWS,GW,GW,52,28,other_water_systems
1968,CA3100069,0,0,0,0,0,0,0,0,0,0,AUBURN RIDGE WOODS,CWS,GW,GW,75,54,other_water_systems
1969,CA3100072,1,1,0,1,0,1,1,0,1,0,LIVE OAK WALDORF SCHOOL,NTNCWS,GW,GW,200,1,other_water_systems
1970,CA3100083,0,0,0,3,3,0,0,0,1,1,OPHIR ELEMENTARY SCHOOL WATER SYSTEM,NTNCWS,GW,GW,260,1,other_water_systems
1971,CA3100105,0,0,0,0,0,0,0,0,0,0,CLIPPER GAP HEAD START,NTNCWS,GW,GW,25,1,other_water_systems
1972,CA3100528,0,0,0,0,0,0,0,0,0,0,GOLDEN HILLS MUTUAL WATER CO,CWS,SW,SWP,84,32,other_water_systems
1973,CA3100538,0,0,0,0,0,0,0,0,0,0,ROSECREST MUTUAL,CWS,GW,GW,31,15,other_water_systems
1974,CA3103291,0,0,0,2,2,0,0,0,1,1,NYACK WATER SYSTEM,NTNCWS,GW,GW,450,6,other_water_systems
1975,CA3103294,0,0,0,2,2,0,0,0,1,1,PALISADES TAHOE 8200 WATER SYSTEM,NTNCWS,GW,GW,1500,4,other_water_systems
1976,CA3103310,0,0,0,0,0,0,0,0,0,0,EMIGRANT GAP MUTUAL WATER CO.,CWS,GW,GW,125,43,other_water_systems
1977,CA3103835,0,0,0,0,0,0,0,0,0,0,LAKEVIEW HILLS COMMUNITY ASSOC,CWS,SW,SWP,499,153,other_water_systems
1978,CA3103836,0,0,0,0,0,0,0,0,0,0,HIDDEN VALLEY COMMUNITY ASSOCIATION,CWS,SW,SWP,499,165,other_water_systems
1979,CA3104508,0,0,0,1,1,0,0,0,1,1,HUPPE MOORE LANDSCAPE,NTNCWS,GW,GW,30,1,other_water_systems
1980,CA3105779,0,0,0,0,0,0,0,0,0,0,EASTERN REGIONAL SANITARY LANDFILL WATER,NTNCWS,GW,GW,25,8,other_water_systems
1981,CA3106937,1,1,0,2,1,1,1,0,1,1,LOOMIS LAND INC SENIOR CARE VILLA WATER,NTNCWS,GW,GW,30,1,other_water_systems
1982,CA3107084,0,0,0,0,0,0,0,0,0,0,TURKEY CREEK GOLF CLUB,NTNCWS,GW,GW,250,1,other_water_systems
1983,CA3107310,1,1,0,5,2,1,1,0,1,1,VETERINARY DEVELOPMENT COMPANY,NTNCWS,GW,GW,40,1,other_water_systems
1984,CA3107322,0,0,0,0,0,0,0,0,0,0,NORTHSTAR AT TAHOE COMSTOCK WATER SYSTEM,NTNCWS,GW,GW,25,2,other_water_systems
1985,CA3107329,0,0,0,1,1,0,0,0,1,1,ANTELOPE OAKS WATER SYSTEM,NTNCWS,GW,GW,100,2,other_water_systems
1986,CA3107339,0,0,0,0,0,0,0,0,0,0,FOLSOM LAKE MUTUAL WATER CO,CWS,SW,SWP,333,101,other_water_systems
1987,CA3107342,0,0,0,0,0,0,0,0,0,0,LINCOLN HIGH SCHOOL FARM,NTNCWS,GW,GW,50,1,other_water_systems
1988,CA3110001,0,0,0,0,0,0,0,0,0,0,NORTH TAHOE PUD - MAIN,CWS,SW,SW,6321,3241,other_water_systems
1989,CA3110003,0,0,0,0,0,0,0,0,0,0,FORESTHILL PUBLIC UTILITY DIST,CWS,SW,SW,6700,2060,other_water_systems
1990,CA3110004,0,0,0,0,0,0,0,0,0,0,CITY OF LINCOLN,CWS,SW,SWP,51252,22127,other_water_systems
1991,CA3110005,0,0,0,0,0,0,0,0,0,0,PLACER CWA - AUBURN/BOWMAN,CWS,SW,SW,27294,8539,other_water_systems
1992,CA3110006,0,0,0,0,0,0,0,0,0,0,PLACER CWA - COLFAX,CWS,SW,SW,3149,955,other_water_systems
1993,CA3110008,0,0,0,0,0,0,0,0,0,0,CITY OF ROSEVILLE,CWS,SW,SW,149779,50722,other_water_systems
1994,CA3110009,0,0,0,0,0,0,0,0,0,0,MEADOW VISTA CWD,CWS,SW,SW,5787,1539,other_water_systems
1995,CA3110010,0,0,0,0,0,0,0,0,0,0,TAHOE CITY PUD - MAIN,CWS,GW,GW,5661,2902,other_water_systems
1996,CA3110011,0,0,0,0,0,0,0,0,0,0,TAHOE CITY PUD - MCKINNEY/QUAIL,CWS,SW,SW,844,560,other_water_systems
1997,CA3110012,1,1,0,3,2,1,1,0,1,1,AGATE BAY WATER COMPANY,CWS,SW,SW,2500,584,other_water_systems
1998,CA3110013,0,0,0,0,0,0,0,0,0,0,TAHOE CITY PUD - TAHOE CEDARS,CWS,GW,GW,793,1181,other_water_systems
1999,CA3110015,0,0,0,0,0,0,0,0,0,0,FULTON WATER COMPANY,CWS,SW,SW,2593,926,other_water_systems
2000,CA3110017,0,0,0,0,0,0,0,0,0,0,SIERRA LAKES COUNTY WATER DIST,CWS,SW,SW,824,841,other_water_systems
2001,CA3110018,0,0,0,1,1,0,0,0,1,1,TAHOE PARK WATER COMPANY,CWS,GW,GW,750,438,other_water_systems
2002,CA3110019,0,0,0,0,0,0,0,0,0,0,SQUAW VALLEY MWC,CWS,GW,GW,756,270,other_water_systems
2003,CA3110020,0,0,0,0,0,0,0,0,0,0,OLYMPIC VALLEY PSD,CWS,GW,GW,1165,897,other_water_systems
2004,CA3110022,0,0,0,1,1,0,0,0,1,1,MCKINNEY WATER DISTRICT,CWS,GW,GW,853,253,other_water_systems
2005,CA3110023,2,2,2,0,0,1,1,1,0,0,NORTH TAHOE PUD - CARNELIAN WOODS,CWS,GW,GW,524,272,other_water_systems
2006,CA3110024,0,0,0,0,0,0,0,0,0,0,PLACER CWA - ALTA,CWS,SW,SW,748,270,other_water_systems
2007,CA3110025,0,0,0,0,0,0,0,0,0,0,PLACER CWA - FOOTHILL,CWS,SW,SW,89544,27694,carceral_serving_water_system
2008,CA3110026,0,0,0,0,0,0,0,0,0,0,NEVADA ID - NORTH AUBURN,CWS,SW,SW,6870,2384,carceral_serving_water_system
2009,CA3110028,0,0,0,0,0,0,0,0,0,0,NORTHSTAR C.S.D.,CWS,SW,SW,15445,953,other_water_systems
2010,CA3110029,1,1,1,0,0,1,1,1,0,0,ALPINE SPRINGS COUNTY WATER DISTRICT,CWS,GW,GW,2200,663,other_water_systems
2011,CA3110031,0,0,0,0,0,0,0,0,0,0,WARD WELL WATER COMPANY,CWS,GW,GW,425,226,other_water_systems
2012,CA3110034,0,0,0,0,0,0,0,0,0,0,CHRISTIAN VALLEY PARK CSD,CWS,SW,SW,1800,633,other_water_systems
2013,CA3110035,0,0,0,0,0,0,0,0,0,0,PCWA - WEIMAR,CWS,SW,SW,1694,613,other_water_systems
2014,CA3110036,0,0,0,0,0,0,0,0,0,0,NORTH TAHOE PUD - DOLLAR COVE,CWS,GW,GWP,507,275,other_water_systems
2015,CA3110040,0,0,0,0,0,0,0,0,0,0,PLACER CWA - BIANCHI ESTATES,CWS,SW,SWP,110,38,other_water_systems
2016,CA3110041,0,0,0,0,0,0,0,0,0,0,MIDWAY HEIGHTS C. W. D.,CWS,SW,SWP,1491,452,other_water_systems
2017,CA3110042,1,1,0,1,0,1,1,0,1,0,TAHOE SWISS VILLAGE UTILITY,CWS,GW,GW,3411,413,other_water_systems
2018,CA3110043,0,0,0,0,0,0,0,0,0,0,TAHOE CITY PUD - MADDEN CREEK,CWS,GW,GW,300,183,other_water_systems
2019,CA3110044,0,0,0,0,0,0,0,0,0,0,TAHOE CITY PUD - ALPINE PEAKS,CWS,GW,GW,201,97,other_water_systems
2020,CA3110047,0,0,0,1,1,0,0,0,1,1,TALMONT RESORT IMPROVEMENT DISTRICT,CWS,GW,GW,300,346,other_water_systems
2021,CA3110048,0,0,0,0,0,0,0,0,0,0,PLACER CSA - SHERIDAN,CWS,GW,GW,637,193,other_water_systems
2022,CA3110049,0,0,0,0,0,0,0,0,0,0,TAHOE PARK WATER CO - SKYLAND/NIELSEN,CWS,GW,GW,50,91,other_water_systems
2023,CA3110050,0,0,0,0,0,0,0,0,0,0,PLACER CWA - APPLEGATE,CWS,SW,SW,190,68,other_water_systems
2024,CA3110051,0,0,0,0,0,0,0,0,0,0,NORTHSTAR CSD - MARTIS VALLEY,CWS,GW,GW,4384,1284,other_water_systems
2025,CA3110124,0,0,0,0,0,0,0,0,0,0,PLACER CWA - MONTE VISTA,CWS,SW,SW,46,17,other_water_systems
2026,CA3110150,0,0,0,0,0,0,0,0,0,0,CAL AM - WEST PLACER,CWS,SW,SWP,7412,2246,other_water_systems
2027,CA3200048,0,0,0,0,0,0,0,0,0,0,PNF MT HOUGH RANGER STATION,NTNCWS,GW,GW,100,1,other_water_systems
2028,CA3200078,1,1,0,1,0,1,1,0,1,0,FRCCSD OLD MILL RANCH,CWS,GW,GW,32,36,other_water_systems
2029,CA3200102,0,0,0,0,0,0,0,0,0,0,WHITEHAWK RANCH MWC,CWS,SW,SW,765,200,other_water_systems
2030,CA3200104,8,8,8,3,3,1,1,1,1,1,GRIZZLY LAKE CSD-DELLEKER,CWS,GW,GW,1314,351,other_water_systems
2031,CA3200107,0,0,0,5,5,0,0,0,1,1,GRIZZLY LAKE CSD-CROCKER/WELCH,CWS,GW,GW,215,73,other_water_systems
2032,CA3200111,0,0,0,0,0,0,0,0,0,0,FEATHER RIVER COMMUNITY COLLEGE,NTNCWS,GW,GW,600,300,other_water_systems
2033,CA3200114,0,0,0,0,0,0,0,0,0,0,EVERGREEN MOTEL & MHP,CWS,GW,GW,28,40,other_water_systems
2034,CA3200127,0,0,0,0,0,0,0,0,0,0,ARLINGTON HEIGHTS MHP,CWS,GW,GW,33,39,other_water_systems
2035,CA3200134,1,1,0,18,17,1,1,0,1,1,BLAIRSDEN WATER USERS ASSN,CWS,GW,GW,200,50,other_water_systems
2036,CA3200138,1,1,0,1,0,1,1,0,1,0,MEADOW EDGE MHP,CWS,GW,GW,53,31,other_water_systems
2037,CA3200141,1,1,0,1,0,1,1,0,1,0,SIERRA PACIFIC INDUSTRIES QUINCY,NTNCWS,GW,GW,300,1,other_water_systems
2038,CA3200148,1,1,0,1,0,1,1,0,1,0,FEATHER RIVER RV & MHP,CWS,GW,GW,741,18,other_water_systems
2039,CA3200155,1,1,0,1,0,1,1,0,1,0,FRCCSD HOT SPRINGS,CWS,GW,GW,25,17,other_water_systems
2040,CA3200166,0,0,0,0,0,0,0,0,0,0,PG&E RODGERS FLAT SERVICE CENTER,NTNCWS,GW,GW,39,1,other_water_systems
2041,CA3200188,0,0,0,0,0,0,0,0,0,0,GREENHORN CREEK CSD,CWS,GW,GW,280,136,other_water_systems
2042,CA3200189,1,1,0,1,0,1,1,0,1,0,VALIVU ESTATES MHP,CWS,GW,GW,54,19,other_water_systems
2043,CA3200195,0,0,0,0,0,0,0,0,0,0,GREENHAVEN HOA,CWS,GW,GW,38,18,other_water_systems
2044,CA3200509,1,1,0,1,0,1,1,0,1,0,CLIO PUBLIC UTILITY DISTRICT,CWS,GW,GW,79,53,other_water_systems
2045,CA3200510,0,0,0,0,0,0,0,0,0,0,IVCSD CRESCENT MILLS,CWS,GW,GW,258,79,other_water_systems
2046,CA3205001,0,0,0,0,0,0,0,0,0,0,WALKER RANCH CSD,CWS,GW,GW,150,171,other_water_systems
2047,CA3205003,1,1,0,1,0,1,1,0,1,0,GOLD MOUNTAIN CSD,CWS,GW,GW,135,101,other_water_systems
2048,CA3205005,1,1,0,1,0,1,1,0,1,0,GRIZZLY CREEK RANCH SNJ,NTNCWS,GW,GW,300,1,other_water_systems
2049,CA3205006,0,0,0,0,0,0,0,0,0,0,GRIZZLY RANCH CSD,CWS,GW,GW,102,65,other_water_systems
2050,CA3210001,0,0,0,0,0,0,0,0,0,0,IVCSD-GREENVILLE,CWS,GW,GW,630,269,other_water_systems
2051,CA3210003,0,0,0,0,0,0,0,0,0,0,CITY OF PORTOLA,CWS,SW,SWP,2100,1154,other_water_systems
2052,CA3210004,0,0,0,0,0,0,0,0,0,0,AMERICAN VALLEY CSD,CWS,GW,GW,4093,1613,other_water_systems
2053,CA3210005,1,1,0,1,0,1,1,0,1,0,GRAEAGLE WATER COMPANY,CWS,SW,SW,737,939,other_water_systems
2054,CA3210006,1,1,0,1,0,1,1,0,1,0,LAKE ALMANOR COUNTRY CLUB MWC,CWS,GW,GW,6000,1714,other_water_systems
2055,CA3210007,0,0,0,0,0,0,0,0,0,0,WEST ALMANOR M.W.C.,CWS,GW,GW,1394,500,other_water_systems
2056,CA3210009,1,1,1,0,0,1,1,1,0,0,CHESTER PUBLIC U.D.,CWS,GW,GW,2145,1300,other_water_systems
2057,CA3210010,0,0,0,1,1,0,0,0,1,1,HAMILTON BRANCH CSD,CWS,GW,GW,1874,644,other_water_systems
2058,CA3210011,0,0,0,0,0,0,0,0,0,0,PLUMAS EUREKA CSD,CWS,GW,GW,1534,557,other_water_systems
2059,CA3301011,1,1,0,6,3,1,1,0,1,1,STONE CREEK WATER COMPANY,CWS,GW,GW,152,21,other_water_systems
2060,CA3301018,1,1,1,1,1,1,1,1,1,1,ANZA PINES MOBILE HOME PARK,CWS,GW,GW,90,47,other_water_systems
2061,CA3301028,0,0,0,0,0,0,0,0,0,0,BALDY MOUNTAIN RANCH,CWS,GW,GW,80,80,other_water_systems
2062,CA3301031,0,0,0,2,2,0,0,0,1,1,BANNING HTS. MUTUAL WATER CO.,CWS,SW,SW,567,178,other_water_systems
2063,CA3301040,0,0,0,2,0,0,0,0,1,0,RIVERDALE ESTATES,CWS,GW,GW,300,186,other_water_systems
2064,CA3301045,11,0,0,4,2,1,0,0,1,1,BLYTHE MOBILE HOME ESTATES,CWS,GW,GW,35,24,other_water_systems
2065,CA3301055,0,0,0,0,0,0,0,0,0,0,HARMONY HAVEN,CWS,GW,GW,54,12,other_water_systems
2066,CA3301107,1,1,0,17,5,1,1,0,1,1,CARVER TRACT MUTUAL WATER COMP,CWS,GW,GW,600,188,other_water_systems
2067,CA3301114,0,0,0,0,0,0,0,0,0,0,CHERRY VALLEY WATER COMPANY,CWS,GW,GW,210,75,other_water_systems
2068,CA3301115,0,0,0,0,0,0,0,0,0,0,CHIRIACO SUMMIT WATER DIST.,CWS,SW,SWP,544,40,other_water_systems
2069,CA3301133,1,1,0,2,0,1,1,0,1,0,DOUG JONES WATER,NTNCWS,GW,GW,50,2,other_water_systems
2070,CA3301145,0,0,0,0,0,0,0,0,0,0,MOUNTAIN CENTER CAFE,CWS,GW,GW,77,16,other_water_systems
2071,CA3301147,1,1,0,1,0,1,1,0,1,0,CVUSD FACILITIES/M&O,NTNCWS,GW,GW,50,7,other_water_systems
2072,CA3301164,0,0,0,0,0,0,0,0,0,0,GENESIS SOLAR LLC,NTNCWS,GW,GW,45,4,other_water_systems
2073,CA3301169,0,0,0,3,1,0,0,0,1,1,MURRIETA PALMS MOBILE HOME PARK,CWS,GW,GW,237,71,other_water_systems
2074,CA3301171,0,0,0,0,0,0,0,0,0,0,BRADFORD RUN RV,CWS,GW,GW,84,59,other_water_systems
2075,CA3301176,0,0,0,0,0,0,0,0,0,0,GRIMMWAY ENTERPRISES - CAL ORGANIC THERM,NTNCWS,GW,GW,360,1,other_water_systems
2076,CA3301180,1,1,0,1,0,1,1,0,1,0,ANZA MUTUAL WATER COMPANY,CWS,GW,GW,224,85,other_water_systems
2077,CA3301186,0,0,0,0,0,0,0,0,0,0,LADERA GOLF COURSE,NTNCWS,GW,GW,1806,7,other_water_systems
2078,CA3301209,1,1,0,1,0,1,1,0,1,0,DESERT VIEW TRAILER PARK,CWS,GW,GW,60,22,other_water_systems
2079,CA3301226,0,0,0,0,0,0,0,0,0,0,MWD - EAGLE MOUNTAIN,CWS,SW,SW,16,25,other_water_systems
2080,CA3301238,0,0,0,0,0,0,0,0,0,0,EISENHOWER MEDICAL CENTER(WATER),NTNCWS,GW,GW,2300,7,other_water_systems
2081,CA3301267,36,8,7,1,0,1,1,1,1,0,FISHERMAN'S RETREAT,CWS,GW,GW,402,172,other_water_systems
